lat;long;archive_center_name;quantity_of_archives;francearchives_notices_with_digital_objects;francearchives_notices_count;website;schedule;image
47.32236325427409;5.044187083579795;Archives départementales de la Côte-d'Or;27;98600;649389;https://archives.cotedor.fr/v2/site/ad21/;lundi, mardi, mercredi, jeudi, vendredi : 8h30 - 17h;https://raw.githubusercontent.com/lounasaas/Archives_BFC/main/images_sources/archives_dijon.jpg
47.30887486236738;5.0296744554515485;Annexe des archives départementales de la Côte-d'Or;27;98600;649389;https://archives.cotedor.fr/v2/site/ad21/;vendredi : 9h - 12h;https://raw.githubusercontent.com/lounasaas/Archives_BFC/main/images_sources/archives_dijon2.jpg
46.99622590718744;3.1630210768494407;Archives départementales de la Nièvre;23;24027;116437;https://archives.nievre.fr;mardi, mercredi, jeudi : 9h - 12h, 13h30 - 17h30;https://raw.githubusercontent.com/lounasaas/Archives_BFC/main/images_sources/archives_nievre.jpg
46.30905723977035;4.834744727745765;Archives départementales de la Saône-et-Loire;22;1894;156386;https://www.archives71.fr;lundi, mardi, mercredi : 8h30 - 12h30, 13h30 - 17h30;https://raw.githubusercontent.com/lounasaas/Archives_BFC/main/images_sources/archives_saone_loire.jpg
47.217999183233836;5.968625408703886;Archives départementales du Doubs;25;47055;257535;https://portail-archives.doubs.fr;mardi, mercredi, jeudi : 9h - 18h;https://raw.githubusercontent.com/lounasaas/Archives_BFC/main/images_sources/archives_doubs.jpg
47.62836798389993;6.160444908726879;Archives départementales de la Haute-Saône;18;0;62871;https://archives.haute-saone.fr;mardi, mercredi, jeudi, vendredi : 9h - 12h, 13h - 17h;https://raw.githubusercontent.com/lounasaas/Archives_BFC/main/images_sources/archives_haute_saone.jpg
46.67410270254029;5.538042025871402;Archives départementales du Jura;22;9549;24148;https://archives39.fr;lundi, mardi, mercredi, jeudi, vendredi : 8h30 - 12h, 13h15 - 17h15;https://raw.githubusercontent.com/lounasaas/Archives_BFC/main/images_sources/archives_jura.jpg
47.63779750279237;6.861525812433613;Archives départementales du Territoire de Belfort;14;21495;132755;https://archives.territoiredebelfort.fr;mardi, vendredi : 8h30 - 12h, 13h - 17h, mercredi, jeudi : 13h30 - 17h;https://raw.githubusercontent.com/lounasaas/Archives_BFC/main/images_sources/archives_belfort.jpg
47.800708384941316;3.571080851064306;Archives départementales de l'Yonne;18;53367;179706;https://archives.yonne.fr;lundi, mercredi et vendredi : 9 h -17 h, jeudi : 9 h -18h30;https://raw.githubusercontent.com/lounasaas/Archives_BFC/main/images_sources/archives_yonne.jpg
